name,mentions,name_pos,cap_ratio,first_pct,status,comment_mentions
Пирхельма,10,True,1.0,0.9,never_mentioned,0
Тайджито,10,False,1.0,17.6,never_mentioned,0
Рассесть,10,False,1.0,0.7,never_mentioned,0
Наконец-то,10,False,1.0,16.7,mentioned_not_guessed,2
Храмна,10,True,1.0,0.8,mentioned_not_guessed,2
Арквилем,10,True,1.0,0.2,never_mentioned,0
Цецилия,10,True,1.0,0.5,never_mentioned,0
Воронь,10,False,1.0,60.1,never_mentioned,0
Сучжоу,10,False,1.0,3.6,never_mentioned,0
Победоносный,10,False,0.83,0.6,never_mentioned,0
Кенич,10,True,1.0,0.4,never_mentioned,0
Околдовать,10,False,1.0,1.1,mentioned_not_guessed,3
Шастр,10,True,1.0,59.3,mentioned_not_guessed,4
Джекалоп,10,False,1.0,0.8,never_mentioned,0
Корвальда,10,True,1.0,0.2,never_mentioned,0
Мак,10,False,0.77,25.7,mentioned_not_guessed,3
Роудж,10,True,1.0,0.5,never_mentioned,0
Шерлок,10,True,1.0,0.4,eliminated,1
Вебер,9,False,1.0,0.5,mentioned_not_guessed,4
Охуеть,9,False,0.82,46.0,never_mentioned,0
Грейсон,9,True,1.0,0.5,never_mentioned,0
Хао,9,False,1.0,70.5,never_mentioned,0
Домреми,9,True,1.0,37.6,never_mentioned,0
Героиня,9,False,0.82,0.1,mentioned_not_guessed,2
Гий,9,False,1.0,0.2,mentioned_not_guessed,4
Здравствуйте,9,False,0.82,13.4,mentioned_not_guessed,2
Раймонд,9,True,1.0,0.1,mentioned_not_guessed,2
Ларк,9,True,1.0,0.7,never_mentioned,0
Гринг,9,False,1.0,5.7,never_mentioned,0
Кот,9,False,0.64,21.3,never_mentioned,0
Стронг,9,True,1.0,0.5,eliminated,1
Лунатик,9,False,1.0,21.0,never_mentioned,0
Тая,9,True,0.9,70.5,mentioned_not_guessed,1
Фантом,9,False,1.0,40.2,never_mentioned,0
Барбатаска,9,False,1.0,3.4,never_mentioned,0
Здравствуй,9,False,1.0,3.7,never_mentioned,0
Иконоборец,9,False,1.0,1.0,never_mentioned,0
Бермандуа,9,True,1.0,1.1,never_mentioned,0
Одноглазый,9,False,0.64,64.1,never_mentioned,0
Альфа,9,False,1.0,4.2,never_mentioned,0
Гилла,9,True,1.0,32.9,never_mentioned,0
Падший,9,False,0.82,42.3,never_mentioned,0
Саф,9,False,1.0,4.6,never_mentioned,0
Гриж,9,False,1.0,0.4,never_mentioned,0
Пригород,8,False,0.73,53.5,never_mentioned,0
Макото,8,False,1.0,0.4,never_mentioned,0
Блекторн,8,False,1.0,0.5,never_mentioned,0
Люп,8,False,1.0,37.9,never_mentioned,0
Гейст,8,False,1.0,0.8,never_mentioned,0
Пол,8,True,0.06,7.3,never_mentioned,0
Лео,8,True,1.0,0.2,never_mentioned,0
Конг,8,True,1.0,1.3,never_mentioned,0
Доктрина,8,False,0.73,34.7,never_mentioned,0
Дрейк,8,True,1.0,12.7,never_mentioned,0
Флори,8,True,1.0,0.3,never_mentioned,0
Каковой,8,False,0.67,3.5,mentioned_not_guessed,3
Яоз,8,False,1.0,4.0,never_mentioned,0
Эдмунд,8,True,1.0,0.4,never_mentioned,0
Айвить,8,False,1.0,46.6,never_mentioned,0
Ансерия,8,False,1.0,0.4,mentioned_not_guessed,1
Морган,8,True,1.0,0.4,mentioned_not_guessed,2
Доб,8,False,1.0,0.5,never_mentioned,0
Кина,8,False,1.0,0.4,never_mentioned,0
Аркуса,8,False,1.0,0.3,never_mentioned,0
Стефан,8,True,1.0,0.1,never_mentioned,0
Шафран,8,False,1.0,31.4,mentioned_not_guessed,1
Рубин,8,False,1.0,0.6,never_mentioned,0
Юзмана,8,False,1.0,21.9,never_mentioned,0
Обжора,8,False,0.8,0.5,never_mentioned,0
Саммера,8,False,1.0,43.2,eliminated,2
Отбечь,8,False,0.89,21.7,never_mentioned,0
Ого,8,False,1.0,15.9,mentioned_not_guessed,1
Бофора,8,False,1.0,73.4,never_mentioned,0
Железноногий,8,False,1.0,1.4,mentioned_not_guessed,3
Пряный,8,False,0.89,31.4,mentioned_not_guessed,1
Вейя,8,True,1.0,1.0,never_mentioned,0
Олдос,8,False,1.0,0.9,never_mentioned,0
Сиенна,8,True,1.0,4.7,eliminated,3
Когда-нибудь,8,False,1.0,1.8,never_mentioned,0
Блу,7,False,1.0,0.5,eliminated,1
Дитрих,7,True,1.0,47.0,never_mentioned,0
Крушитель,7,False,1.0,0.5,never_mentioned,0
Топорик,7,False,0.78,0.5,never_mentioned,0
Концептуальный,7,False,1.0,76.0,never_mentioned,0
Берингель,7,False,1.0,8.3,never_mentioned,0
Адриана,7,True,1.0,16.3,never_mentioned,0
Слышь,7,False,0.7,16.6,mentioned_not_guessed,3
Берил,7,False,1.0,2.0,never_mentioned,0
Флинт,7,False,1.0,0.5,never_mentioned,0
Как-то,7,False,1.0,6.9,mentioned_not_guessed,2
Кто-нибудь,7,False,1.0,1.9,never_mentioned,0
Микстура,7,False,1.0,0.4,never_mentioned,0
Северянин,7,True,0.41,43.0,mentioned_not_guessed,2
Иветта,7,True,1.0,0.7,mentioned_not_guessed,1
Роза,7,True,0.29,5.5,mentioned_not_guessed,3
Глиндочка,7,False,1.0,81.3,never_mentioned,0
Витальский,7,False,1.0,12.3,mentioned_not_guessed,1
Диана,7,True,1.0,0.3,mentioned_not_guessed,6
Дивизион,7,False,1.0,0.5,never_mentioned,0
Генри,7,True,1.0,73.4,never_mentioned,0
Мамор,7,True,1.0,0.4,never_mentioned,0
Волкодав,7,False,0.7,0.1,never_mentioned,0
Мица,7,False,1.0,0.9,never_mentioned,0
Сельскохозяйственный,7,False,1.0,25.6,never_mentioned,0
Грозный,7,True,0.16,1.3,mentioned_not_guessed,1
Трюдо,7,False,1.0,1.3,never_mentioned,0
Хьюберт,7,True,1.0,1.1,never_mentioned,0
Ирита,7,True,1.0,13.7,never_mentioned,0
Хонора,7,False,1.0,0.3,never_mentioned,0
Сомнительно,7,False,0.78,23.4,never_mentioned,0
Элиз,7,True,1.0,26.4,never_mentioned,0
Камилла,7,True,1.0,0.3,never_mentioned,0
Пейн,7,True,1.0,1.3,never_mentioned,0
Сольттерийский,7,False,1.0,0.9,never_mentioned,0
Харлока,7,False,1.0,23.9,never_mentioned,0
Уиллоу,6,True,1.0,0.5,mentioned_not_guessed,6
Киан,6,True,1.0,0.4,never_mentioned,0
Джошуа,6,True,1.0,0.9,never_mentioned,0
Шеф,6,False,0.86,0.4,never_mentioned,0
Флориан,6,True,1.0,0.3,never_mentioned,0
Пария,6,False,1.0,0.3,mentioned_not_guessed,2
Муй,6,False,1.0,1.0,never_mentioned,0
Роберт,6,True,1.0,0.3,mentioned_not_guessed,1
Карим,6,True,1.0,0.4,never_mentioned,0
Сенат,6,False,1.0,1.0,never_mentioned,0
Пылев,6,True,0.32,0.5,never_mentioned,0
Теодор,6,True,1.0,0.4,mentioned_not_guessed,1
Розить,6,False,1.0,0.3,never_mentioned,0
Ларри,6,True,1.0,0.7,never_mentioned,0
Перекомандировка,6,False,1.0,87.1,never_mentioned,0
Арбор,6,False,1.0,0.4,never_mentioned,0
Эдея,6,True,1.0,0.6,never_mentioned,0
Пастух,6,False,0.86,98.5,never_mentioned,0
Фульва,6,False,1.0,0.4,never_mentioned,0
Розенрота,6,False,1.0,0.5,never_mentioned,0
Аскарика,6,False,1.0,0.8,never_mentioned,0
Бронзвинг,6,False,1.0,0.7,live_guess,1
Поджигатель,6,False,0.86,0.2,never_mentioned,0
Дага,6,False,1.0,0.8,never_mentioned,0
Юдо,6,False,1.0,0.2,mentioned_not_guessed,2
Бертольд,6,True,1.0,1.1,mentioned_not_guessed,1
Николя,6,True,1.0,0.1,never_mentioned,0
Король-язычник,6,False,1.0,0.8,never_mentioned,0
Кагор,6,False,1.0,1.0,never_mentioned,0
Силус,6,False,1.0,98.7,never_mentioned,0
Орманид,6,False,1.0,0.8,mentioned_not_guessed,1
Альба,6,False,1.0,79.4,never_mentioned,0
Торчвика,6,False,1.0,0.5,eliminated,3
Луи,6,True,1.0,0.3,mentioned_not_guessed,1
Анант,6,True,1.0,0.6,never_mentioned,0
Андрастиан,6,True,1.0,0.5,never_mentioned,0
Лоно,6,False,0.86,0.4,never_mentioned,0
Гильда,6,True,1.0,0.6,never_mentioned,0
Харлок,6,True,1.0,54.2,never_mentioned,0
Леонардо,6,True,1.0,1.3,never_mentioned,0
Хаммерхольд,6,True,1.0,42.9,never_mentioned,0
Анне,6,True,1.0,3.5,never_mentioned,0
Перри,6,False,1.0,1.3,never_mentioned,0
Чжу,6,False,1.0,30.3,never_mentioned,0
Сет,6,False,1.0,53.7,never_mentioned,0
Дюрфор,6,False,1.0,54.0,mentioned_not_guessed,1
Серп,6,False,0.75,62.1,never_mentioned,0
Барбатаск,6,False,1.0,19.1,never_mentioned,0
Реагирование,6,False,1.0,9.7,never_mentioned,0
Аня,6,True,1.0,6.6,never_mentioned,0
Кастр,6,True,1.0,1.0,never_mentioned,0
Таянг,6,True,1.0,55.9,eliminated,3
Сапфировый,6,False,1.0,56.9,mentioned_not_guessed,3
Херово,6,False,0.86,4.0,never_mentioned,0
Дэйся,6,True,1.0,31.3,never_mentioned,0
Ормана,6,False,1.0,10.7,never_mentioned,0
Рейнджер,6,False,0.6,5.5,never_mentioned,0
Гриммовщина,6,False,0.86,41.4,mentioned_not_guessed,2
Озанна,6,True,1.0,39.6,mentioned_not_guessed,19
Лесник,6,False,0.86,20.6,never_mentioned,0
Вообще-то,6,False,1.0,16.8,mentioned_not_guessed,1
Вай-руйо,6,False,1.0,48.6,never_mentioned,0
Форэ,6,False,1.0,68.5,never_mentioned,0
Илия,6,True,1.0,46.2,eliminated,1
Гийома,6,False,1.0,43.1,mentioned_not_guessed,1
Кампа,6,False,1.0,65.3,never_mentioned,0
Кицунэ,6,True,1.0,46.7,never_mentioned,0
Старец,6,False,0.75,21.2,never_mentioned,0
Санктум,6,False,1.0,1.7,mentioned_not_guessed,1
Гейтс,6,True,1.0,40.6,never_mentioned,0
Дим,6,False,1.0,43.0,never_mentioned,0
Капитан-клятвопреступник,6,False,1.0,1.5,never_mentioned,0
Изувер,6,False,0.86,1.5,mentioned_not_guessed,1
Кресента,6,True,1.0,16.7,mentioned_not_guessed,3
Гастон,5,False,1.0,1.2,never_mentioned,0
Пиргос,5,False,1.0,30.7,never_mentioned,0
Пов,5,True,0.83,72.2,mentioned_not_guessed,12
Адель,5,True,1.0,0.7,mentioned_not_guessed,1
Взъяриться,5,False,0.62,6.2,never_mentioned,0
Джуниор,5,True,1.0,97.7,mentioned_not_guessed,3
Гриммбит,5,False,1.0,97.7,never_mentioned,0
Строитель,5,False,0.62,1.1,never_mentioned,0
Рон,5,True,1.0,0.3,never_mentioned,0
Охренеть,5,False,0.83,33.8,never_mentioned,0
Фенга,5,False,1.0,6.3,never_mentioned,0
Минекратос,5,True,1.0,0.4,never_mentioned,0
Пер,5,False,1.0,24.6,never_mentioned,0
Глоссарий,5,False,0.71,0.0,never_mentioned,0
Гоу,5,False,1.0,7.0,never_mentioned,0
Голдом,5,False,1.0,37.1,never_mentioned,0
Волкоёб,5,False,1.0,81.4,never_mentioned,0
Аоя,5,False,1.0,60.3,never_mentioned,0
Веббер,5,False,1.0,93.0,never_mentioned,0
Скарлета,5,True,1.0,0.3,never_mentioned,0
Акрисия,5,True,1.0,0.7,never_mentioned,0
Хань,5,False,1.0,7.0,never_mentioned,0
Сейдж,5,False,1.0,0.3,never_mentioned,0
Дюнкер,5,False,1.0,0.5,never_mentioned,0
Глинде,5,False,1.0,22.6,never_mentioned,0
Кореландер,5,False,1.0,38.5,never_mentioned,0
Азхар,5,True,1.0,0.3,never_mentioned,0
Траш,5,True,1.0,0.7,never_mentioned,0
Бейфонг,5,False,1.0,60.0,never_mentioned,0
Гримлэнд,5,False,1.0,49.4,never_mentioned,0
Клермона,5,True,1.0,34.9,never_mentioned,0
Драконоубийца,5,False,1.0,45.0,never_mentioned,0
Дзюйженя,5,True,1.0,0.7,never_mentioned,0
Озать,5,False,1.0,0.9,never_mentioned,0
Скорпион,5,False,0.62,17.8,never_mentioned,0
Кёнунгарда,5,False,1.0,47.8,never_mentioned,0
Аргусов,5,True,0.83,15.3,never_mentioned,0
Прорычать,5,False,0.71,67.5,never_mentioned,0
Роксом,5,False,1.0,18.2,never_mentioned,0
Мантикора,5,False,1.0,9.6,never_mentioned,0
Альбина,5,True,1.0,0.4,never_mentioned,0
Полендин,5,True,1.0,42.9,mentioned_not_guessed,3
Иса,5,True,1.0,42.9,never_mentioned,0
Озлема,5,False,1.0,3.6,never_mentioned,0
Стальнояйцевый,5,False,1.0,77.3,never_mentioned,0
Безмолствовать,5,False,1.0,0.9,mentioned_not_guessed,1
Ганаус,5,True,1.0,0.5,never_mentioned,0
Нуминор,5,False,1.0,0.3,never_mentioned,0
Даг,5,False,1.0,0.8,never_mentioned,0
Джорь,5,False,1.0,0.2,never_mentioned,0
Тэнкэн,5,True,1.0,0.4,never_mentioned,0
Пенни,5,False,1.0,51.0,eliminated,9
Олль,5,False,1.0,2.0,never_mentioned,0
Алорна,5,True,1.0,0.9,never_mentioned,0
Бальный,5,False,0.83,16.9,never_mentioned,0
Анти-аурный,5,False,1.0,46.1,never_mentioned,0
Спроул,5,False,1.0,0.5,never_mentioned,0
Умбра,5,False,1.0,78.2,never_mentioned,0
Ало,4,True,1.0,77.9,never_mentioned,0
Шаманьон,4,False,1.0,72.6,never_mentioned,0
Эдгар,4,True,1.0,1.0,never_mentioned,0
Алломунда,4,False,1.0,1.0,never_mentioned,0
Озирис,4,False,1.0,1.1,mentioned_not_guessed,4
Аква,4,False,1.0,0.7,never_mentioned,0
Хлодвиг,4,False,1.0,1.1,never_mentioned,0
Геррик,4,True,1.0,1.2,never_mentioned,0
Графит,4,False,1.0,0.7,never_mentioned,0
Лилиан,4,True,1.0,80.6,mentioned_not_guessed,1
Пересортировка,4,False,1.0,90.7,never_mentioned,0
Адик,4,True,1.0,49.2,never_mentioned,0
Бат,4,False,1.0,0.7,never_mentioned,0
Тирион,4,True,1.0,42.1,never_mentioned,0
Лимор,4,False,1.0,92.5,never_mentioned,0
Шелли,4,True,1.0,42.6,never_mentioned,0
Финн,4,False,1.0,42.6,never_mentioned,0
Бандзать,4,False,1.0,59.7,never_mentioned,0
Бурок,4,False,1.0,61.4,never_mentioned,0
Дур-дир,4,True,1.0,0.4,mentioned_not_guessed,1
Жон-жон,4,True,1.0,2.6,never_mentioned,0
Кромешник,4,False,1.0,67.2,never_mentioned,0
Аспен,4,False,1.0,0.7,never_mentioned,0
Копирайтер,4,False,1.0,1.5,never_mentioned,0
Антип,4,True,1.0,43.0,never_mentioned,0
Блосса,4,False,1.0,0.7,never_mentioned,0
Маршал,4,False,0.67,0.7,never_mentioned,0
Тао,4,False,1.0,1.0,never_mentioned,0
Чернолесье,4,False,1.0,0.8,never_mentioned,0
Альф,4,True,1.0,4.2,never_mentioned,0
Алистер,4,True,1.0,0.7,never_mentioned,0
Бэт,4,False,1.0,0.7,never_mentioned,0
Хай,4,False,1.0,1.0,never_mentioned,0
Здаров,4,True,1.0,72.6,mentioned_not_guessed,1
Дайчить,4,False,1.0,0.7,never_mentioned,0
Морриган,4,False,1.0,1.2,mentioned_not_guessed,1
Ахмар,4,True,1.0,63.9,never_mentioned,0
Олений,4,False,0.8,1.2,mentioned_not_guessed,1
Фатхи,4,True,1.0,0.7,never_mentioned,0
Гольстрим,4,False,1.0,67.9,never_mentioned,0
Косматый,4,False,1.0,0.9,never_mentioned,0
Левиафан,4,False,1.0,66.1,never_mentioned,0
Всепрощающий,4,False,1.0,1.4,never_mentioned,0
Куууурлааааа,4,False,1.0,17.3,never_mentioned,0
Ричать,4,False,1.0,50.8,never_mentioned,0
Барни,4,True,1.0,0.4,never_mentioned,0
Инь,4,False,1.0,21.8,never_mentioned,0
Бюффа,4,False,1.0,0.3,never_mentioned,0
Гретхен,4,True,1.0,95.6,never_mentioned,0
Василиас,4,True,1.0,0.3,never_mentioned,0
Величество,4,False,1.0,40.7,mentioned_not_guessed,6
Карт,4,True,1.0,41.1,never_mentioned,0
Пента,4,True,1.0,47.0,never_mentioned,0
Алоис,4,True,1.0,1.2,never_mentioned,0
Побочный,4,False,0.67,0.6,never_mentioned,0
Сетцурый,4,False,1.0,48.1,never_mentioned,0
Карл,4,True,1.0,0.7,never_mentioned,0
Пугало,4,False,1.0,55.1,never_mentioned,0
Ирма,4,True,1.0,57.9,mentioned_not_guessed,3
Безголовый,4,False,0.8,54.2,mentioned_not_guessed,1
Кэмпбелла,4,True,1.0,0.6,never_mentioned,0
Молниеносный,4,False,0.67,9.0,never_mentioned,0
Цепной,4,False,0.67,12.4,mentioned_not_guessed,1
Риччи,4,True,1.0,0.7,never_mentioned,0
Блэкман,4,True,1.0,43.0,never_mentioned,0
Банни,4,True,1.0,0.5,never_mentioned,0
Пинь,4,False,1.0,21.8,never_mentioned,0
Леонкура,4,False,1.0,82.3,never_mentioned,0
Вайся,4,True,1.0,22.1,never_mentioned,0
Гель,4,False,1.0,93.0,never_mentioned,0
Флорета,4,True,1.0,0.5,never_mentioned,0
Юймина,4,False,1.0,16.3,never_mentioned,0
Кандид,4,False,1.0,0.5,never_mentioned,0
Топорный,4,False,0.8,45.4,never_mentioned,0
Амитол,4,False,1.0,46.4,never_mentioned,0
Ям,4,False,1.0,90.0,never_mentioned,0
Элинор,4,True,1.0,41.2,never_mentioned,0
Момока,4,False,1.0,0.4,never_mentioned,0
Мание,4,False,1.0,0.5,eliminated,4
Чуть-чуть,4,False,1.0,26.9,never_mentioned,0
Леопольд,4,True,1.0,0.2,mentioned_not_guessed,13
Ругге,4,False,1.0,31.8,never_mentioned,0
Уса,4,False,1.0,25.4,mentioned_not_guessed,3
Пидорас,4,False,0.67,24.7,never_mentioned,0
Безэмоциональность,4,False,0.8,34.7,never_mentioned,0
Скарлетта-кнайта,4,True,1.0,96.7,never_mentioned,0
Пиррой,4,True,1.0,35.1,never_mentioned,0
Траша,4,False,1.0,22.8,never_mentioned,0
Ампер,4,False,1.0,0.3,never_mentioned,0
Полюбопытствовать,3,False,0.75,30.4,never_mentioned,0
Икар,3,True,1.0,0.6,never_mentioned,0
Салями,3,False,1.0,55.3,mentioned_not_guessed,2
Жан,3,True,1.0,72.0,mentioned_not_guessed,3
Сфинкс,3,False,1.0,51.6,never_mentioned,0
Автострада,3,False,1.0,51.6,never_mentioned,0
Магнолий,3,True,1.0,52.1,never_mentioned,0
Даная,3,True,1.0,0.7,never_mentioned,0
Хиэй,3,False,1.0,7.8,never_mentioned,0
Люблю-деньга,3,False,1.0,1.2,mentioned_not_guessed,1
Похоть,3,False,0.75,55.1,eliminated,2
Республика,3,False,0.75,1.1,mentioned_not_guessed,1
Пускай,3,False,0.75,32.4,never_mentioned,0
Нынче,3,False,0.6,87.6,never_mentioned,0
Кицуна,3,True,1.0,0.6,mentioned_not_guessed,6
Аркон,3,False,1.0,57.1,never_mentioned,0
Кое-что,3,False,1.0,56.3,never_mentioned,0
Нисколько,3,False,0.75,70.3,never_mentioned,0
Селестие,3,False,1.0,0.6,mentioned_not_guessed,1
Заммера,3,False,1.0,0.5,never_mentioned,0
Вскричать,3,False,0.6,9.3,never_mentioned,0
Эктон,3,False,1.0,0.6,never_mentioned,0
Имбирь,3,False,1.0,0.6,never_mentioned,0
Прореветь,3,False,0.75,61.5,never_mentioned,0
Отдышаться,3,False,1.0,7.0,never_mentioned,0
Николоть,3,False,1.0,1.2,never_mentioned,0
Рыцарь-бандит,3,False,1.0,1.3,never_mentioned,0
Лже-император,3,False,1.0,1.0,never_mentioned,0
Аржан,3,True,1.0,0.5,never_mentioned,0
Пиздабол,3,False,0.6,67.8,never_mentioned,0
Сюн,3,False,1.0,97.8,mentioned_not_guessed,1
Оригинальный,3,False,0.75,53.1,never_mentioned,0
Ренары,3,False,1.0,0.5,mentioned_not_guessed,1
Чайка,3,True,0.43,53.6,never_mentioned,0
Дов,3,True,1.0,0.7,never_mentioned,0
Морожёнка,3,False,1.0,19.3,never_mentioned,0
Сэтэр,3,False,1.0,62.7,never_mentioned,0
Оберон,3,True,1.0,72.0,never_mentioned,0
Гриммленд,3,False,1.0,0.7,mentioned_not_guessed,2
Тысячеликий,3,False,1.0,53.7,never_mentioned,0
Ченьцин,3,True,1.0,6.8,never_mentioned,0
Герберхаузер,3,False,1.0,49.1,never_mentioned,0
Уил,3,False,1.0,49.1,never_mentioned,0
Руфус,3,False,1.0,0.6,never_mentioned,0
Гундобад,3,False,1.0,58.1,never_mentioned,0
Мият,3,True,1.0,0.7,never_mentioned,0
Изумрудие,3,False,1.0,63.7,never_mentioned,0
Дилетант,3,False,1.0,58.6,never_mentioned,0
Помимо,3,False,0.75,12.3,mentioned_not_guessed,3
Гриммов,3,True,1.0,12.6,never_mentioned,0
Ченьциня,3,False,1.0,7.0,never_mentioned,0
Носил-меч,3,False,1.0,0.7,never_mentioned,0
Мореход,3,False,0.6,1.1,never_mentioned,0
Яцухаша,3,False,1.0,0.7,never_mentioned,0
Джугэ,3,False,1.0,9.0,never_mentioned,0
Хмф,3,False,1.0,27.7,never_mentioned,0
Прикрикнуть,3,False,0.75,4.4,never_mentioned,0
Гримм-динозавр,3,True,1.0,12.7,never_mentioned,0
Фокс,3,False,1.0,0.7,never_mentioned,0
Лола,3,True,1.0,0.5,mentioned_not_guessed,1
Фулев,3,False,1.0,87.6,never_mentioned,0
Давненько,3,False,0.6,6.0,never_mentioned,0
Кинни,3,True,1.0,26.8,never_mentioned,0
Орало,3,False,0.6,27.9,never_mentioned,0
Искусительница,3,False,1.0,61.3,never_mentioned,0
Тысячеглазый,3,False,1.0,0.9,never_mentioned,0
Дейзи,3,False,1.0,79.5,never_mentioned,0
Жюля,3,True,1.0,0.3,never_mentioned,0
Коул,3,False,1.0,0.5,never_mentioned,0
Цугнус,3,False,1.0,0.4,never_mentioned,0
Запротестовать,3,False,1.0,20.8,never_mentioned,0
Бикон,3,False,1.0,2.0,never_mentioned,0
Клермонский,3,False,0.75,1.8,never_mentioned,0
Аркадий,3,True,1.0,35.1,mentioned_not_guessed,1
Гидра,3,False,1.0,0.3,mentioned_not_guessed,1
Кросс-континентальный,3,False,1.0,15.3,never_mentioned,0
Роуд,3,False,1.0,44.7,never_mentioned,0
Вот-вот,3,False,1.0,15.1,never_mentioned,0
Астра,3,False,1.0,15.0,never_mentioned,0
Алломунд,3,True,1.0,0.8,never_mentioned,0
Хрисаор,3,False,1.0,36.9,never_mentioned,0
Гайкотс,3,True,1.0,1.3,never_mentioned,0
Собор,3,False,0.75,45.4,never_mentioned,0
Гримматизм,3,False,1.0,97.5,never_mentioned,0
Сёгунат,3,False,1.0,0.9,never_mentioned,0
Лей,3,False,1.0,0.3,never_mentioned,0
Браный,3,False,1.0,0.8,never_mentioned,0
Инквизиция,3,False,1.0,72.8,never_mentioned,0
Септима,3,False,1.0,0.4,never_mentioned,0
Крол-роять,3,False,1.0,64.0,never_mentioned,0
Горьковатый,3,False,0.75,65.2,never_mentioned,0
Афган,3,True,1.0,66.4,never_mentioned,0
Лютериус,3,False,1.0,0.4,never_mentioned,0
Форэйский,3,False,0.6,0.9,never_mentioned,0
Дук-тот,3,False,1.0,37.0,never_mentioned,0
Карди,3,True,1.0,65.9,never_mentioned,0
Белоснежок,3,False,1.0,17.1,never_mentioned,0
Завязаться,3,False,0.6,75.6,never_mentioned,0
Шиза,3,True,0.75,74.6,mentioned_not_guessed,1
Йонить,3,False,1.0,0.4,never_mentioned,0
